URL,Title,Address,Description,Compensation,Employment_type
https://newyork.craigslist.org/mnh/egr/d/residential-sr-project/6216027355.html,Residential Sr. Project Manager - Construction,Midtown West,"Manhattan based mid-size construction company is seeking a Sr. Project Manager to manage multiple high-end multi-million dollar projects.


Salary based on experience
Immediate Start

Qualifications:
Bachelor's degree
Minimum of 7-10 years project management experience.
**Especially high end residential**
Must have excellent time management, organizational and communication skills.
Able to direct and manage multiple projects from beginning to end
Identify and manage project dependencies and critical paths


Requirements:
High-end Residential/Townhouses
Proficient with: MS Office, Excel, & Projects
Job list
Provide 3-5 STRONG references from owners & architects from your job list",BOE,full-time
https://newyork.craigslist.org/jsy/egr/d/hospitality-design-architect/6216171637.html,Hospitality Design-Architect/Project Manager wanted!,Bergen County,"Garrett Singer Architecture + Design is looking for a Senior level Architect/ Project Manager to join our growing team. We're a leading NYC restaurant design firm with a great client list and many exciting projects on the boards, so our ideal candidate will be a self-starter who is not afraid to think big and execute bigger. Our candidate will have architectural/project management experience and is confident and capable managing staff, clients and contractors.

How You Can Help:

We are looking for someone who is as passionate about restaurant design as we are, and who is an expert on executing beautiful design-meets-function facilities.

You will:

Work directly with our Principal
Manage our new projects from planning to execution.
Build a team to help you do that.
Set goals and deadlines, live by them, and meet them.
Work collaboratively with a passionate team in a fast-paced environment

About You:

AutoCAD wizard
You are super intelligent, passionate and hard-working.
Building stuff has always been your thing since Lincoln Logs and Legos.
You have diligence and vision and you believe that details matter.
You are interested in good design, have style and awareness of restaurant culture on a local and global level.


ABOUT GSAD:

GSAD has been designing restaurants for close to 15 years. Our client list includes Dig Inn, Schnipper's, Hu Kitchen, Hill Country BBQ and Hill Country Chicken, Five Napkin Burgers, Havana Central, Two Boots Pizza, among many, many others. We believe in working closely with our clients to give them the best design and brand within any budget. We're off to a pretty good start, but we could use your help.



Just a note- this job is located in Northern NJ, accessible by bus or car. Ideal candidates can commute easily to this location.

Please submit resume, work samples and salary requirements. NO calls or drop ins, please.",Commensurate w Experience,full-time
https://newyork.craigslist.org/brk/egr/d/intermediate-architect-drafter/6216332541.html,Intermediate Architect/Drafter,BROOKLYN,"Intermediate Architect/Drafter 
Brooklyn Design and Expediting firm looking for a qualified Drafter/Project Architect experienced in residential and commercial projects.
Full range of responsibilities include all areas of design and project management.
- Good Cad and Revit Skills
- Knowledge and experience with NYC zoning and building code.
- Capable of working well independently.
- Coordinate design drawings with all parties involved including consultants, contractors and vendors.
- Review and answer DOB objections.
- Self motivated, meet deadlines, highly organized, and excellent communication skills.

Please email resume",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/existing-conditions/6216969545.html,Existing conditions surveys_Building surveys_Architectural drafters,Manhattan,"We have (5) open positions. Floorhacker is seeking for Drafters / Building surveyors who can measure buildings and generate existing conditions on demand; projects range between 6,000 - 250,000 sf.  in size. We are looking for talented professionals with mid to expert level of experience measuring commercial and residential buildings and who have successfully completed at least 5 projects (2,000+ in area) on their own. Please apply only if you can currently provide or are WILLING TO LEARN how to provide high level precision on all jobs.
All applicant must provide a portfolio that shows work done. 

This is a per contract job with the potential to become full time. High availability, flexibility and commitment are a plus.
Payment: $25 to $45 per hour commensurate with experience. 
Apply here:",$25 to $45 commensurate with experience,contract
https://newyork.craigslist.org/mnh/egr/d/registered-architect-special/6216484311.html,Registered Architect/Special Inspector,Manhattan/Outer Boroughs,"Registered Architect (RA)
Established Special Inspection Agency (SIA) looking for a RA, to perform special and progress inspections in all boroughs of New York City.  This is a steady part-time independent contractor (non-employee) position that could easily turn into full-time, as the company continues to grow; Steady work, weekly pay. Successful candidate will not be asked to use his/her seal.
Responsibilities:
-Communicate positively and effectively with company principals and project managers/site supers
-Execute special and progress inspections 
-Write and submit daily inspection reports  (company provided report templates)  along with images
Candidate requirements:
-Must be legal to work in the United States.
-Must be RA (Registered Architect ), licensed in NY 
-Good physical condition and able to walk stairs, maneuver NYC mass transit, climb ladders 
-Must be highly familiar (with) and comfortable on construction sites, including communicating with construction personnel. Construction experience is a plus. 
-Proficient in reading construction documents, submittals 
-Possess positive communication and people skills
-General Knowledge of NYC Department of Building codes and BIS Website
-Proficient in generating reports using correct grammar and spelling, utilizing PCs (Word) and Adobe Acrobat
-Must be able and willing to climb ladders, crouch, crawl, bend, twist, etc.

Please e-mail current resume along with compensation expectation (hourly rate).",TBD,employee's choice
https://newyork.craigslist.org/mnh/egr/d/freelance-associate-designer/6217098514.html,FREELANCE ASSOCIATE DESIGNER,Midtown,,based on skill set & experience,contract
https://newyork.craigslist.org/que/egr/d/experienced-drafter/6216582084.html,EXPERIENCED DRAFTER,5 BOUROUGHS,"LOOKING TO HIRE EXPERIENCED DRAFTER MUST KNOW NYC DOB  CODES AND PLAN REQUIREMENTS ,AND DOB PAPER WORK. CLASS TWO DOB ID IS A PLUS AND WILL BE NEEDED .  EMAIL YOUR RESUME . EXPERIENCE IS A MUST!",BASED ON EXPERIENCE,full-time
https://newyork.craigslist.org/brx/egr/d/autocad-cnc-operator/6216762412.html,AutoCad/ CNC Operator,,"Seeking young professional with Auto Cad experience drafting in 2D and 3D design.  Must have knowledge of metal works, architectural ornaments or building construction. 

Job duties involve answering phones when in office
Go out to job site to  gather field measurements for product or evaluate site conditions. 
Draft based on measurement taken.  Example of some jobs we do: cornices for brownstone buildings, copings, penthouse extensions, structural support framing etc. 
Candidate must possess the ability to communicate thoughts clearly
Bilingual in English and Spanish a plus. 
Driver license",Start up 18 +++ Based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/freelance-assistant-designer/6217108255.html,FREELANCE ASSISTANT DESIGNER,Midtown,,based on skill set & experience,contract
https://newyork.craigslist.org/mnh/egr/d/construction-superintendent/6217329614.html,construction superintendent /project manager,ny city,"seeking job superintendent project manager for small firm in nyc must have min 2 years experience , in interior renovation","50,000 to 110,000 depending",full-time
https://newyork.craigslist.org/que/egr/d/jr-civil-engineer/6217424552.html,Jr Civil Engineer .,Queens,"Construction Co. located in Queens, is looking for a Civil Engineer to perform the following:

Estimating, Take-off, Submittals, Project Manager, etc.
Minimun 2 Years of Experience
Driver License preferred
10 Hr Osha required

Salary will be based on qualifications.

If you are interested in discuss this opportunity, please e-mail your resume with you salary requirements.",DOE,full-time
https://newyork.craigslist.org/fct/egr/d/field-engineer-field/6217574713.html,Field Engineer/Field Supervisor,"Manchester, CT","WHY JOIN IMCORP

IMCORP is an award-winning, multi-faceted company offering excellent career opportunities in a dynamic and fast-paced work environment. Our leading-edge cable diagnostic technology delivers precise and cost-effective solutions that maximize our customers' success. We seek talented and dedicated people who want to join an exciting, high-growth company with a strong financial foundation. If your ideal is to work at a place where people listen to your ideas, respond quickly and work together to achieve the highest standards, IMCORP is for you. Join us, and be part of a creative team that is revolutionizing the energy industry. Your work will build a robust future for our customers, environment and communities.  

Awards:
Top 34 Fastest-Growing U.S. Engineering Firms 7 years in a row - Inc. Magazine
Top Start-Up Company 
Best Places to Work - 2014, 2015, 2016 & 2017

Benefits:
Competitive pay
Top-notch benefits, including medical/dental/vision/disability insurance, paid time off/holidays, retirement plan, Flex Place program, tuition reimbursement and more

POSITION OVERVIEW
-	Perform advanced diagnostics on underground power cables in various markets including public utilities, renewables (wind, solar farms) and industrial applications.
-	Interact with and direct power distribution customers and contractors on site, operate advanced diagnostics equipment, acquire test data, and communicate with the remote support team. 
-	Manage company assets in field including Mobile Diagnostic Unit, computers, instrumentation, tools, inventory parts, etc. 
-	Provide onsite customer training on safety issues, overview of test equipment and test process to ensure optimal cable system diagnostics.
-	Intensive, comprehensive two-month training program provided. 

REQUIREMENTS 
-	Associate's degree in related field
-	Bachelor's degree in related field a plus
-	Availability for travel throughout North America (up to 50%), with potential for some assignments lasting 3-4 weeks
-	Self-starter with ability to operate remotely from the main office with minimum supervision
-	Availability for assignments with short notice
-	Team leadership and influence skills
-	Sound judgment in customer relations and resource management
-	Strong competency in instrument systems technology including mechanical, electrical, and software technology
-	Experience with electrical and electronics systems 
-	Excellent communication skills and ability to interface with customers and work crews in a positive, professional manner
-	Personal and team organizational skills
-	Rigorous commitment to comprehensive safety assurance
-	Discipline in adherence to company procedures and policies
-	Detail orientation and commitment to data integrity
-	Ability to think and act in a logical and methodical way
-	Intermediate level skills in Microsoft applications including Word, Excel, Outlook and PowerPoint/Ability to use computer-based tools for reports, email and for general communication
-	Excellent driving record, valid driver's license and ability to meet Dept. of Transportation requirements for commercial motor vehicles 
-	Experience in splicing and terminating shielded electrical power cable a plus
-	At least one year experience in power utilities field service a plus
-	Military experience a plus; qualified veterans and reservists strongly encouraged to apply
-	Permanent authorization to work in the U.S.
-	Ability to stand for extended periods of up to 10-12 hours per day
-	Ability to go and down a 4-step staircase up to 30 times per day
-	Ability to lift 50 pounds up to 15 times per day 
-	Ability to pull 25 pounds up to 15 times per day 
-	Ability to work outside for extended periods of up to 10-12 hours per day

TO APPLY
Please send resume and salary requirements

ABOUT IMCORP
IMCORP is the technology leader in underground power cable reliability.  Our diagnostic technology locates existing cable system defects and determines future cable reliability. This performance-driven solution provides the most effective and efficient means to determine the reliability of new or aged cable systems. The IMCORP Factory Grade® technology has enabled rapid growth across industries around the world.  From single phase 5kV to 500kV, IMCORP is setting the standard in power cable reliability. 

IMCORP is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, gender identity and expression, age, disability, or Vietnam era, or other eligible veteran status, or any other protected factor.

Qualified military veterans welcome.

Visit us at www.imcorp.com",Competitive,full-time
https://newyork.craigslist.org/wch/egr/d/jobsite-superintendent/6217743982.html,Jobsite Superintendent,Westchester,"We are a mid-sized general contracting company looking for a jobsite superintendent to work on projects in Westchester  County to
complete construction projects by planning, organizing, implementing quality inspections and supervising sub-contractors and in-house labor. Must have 3 to 5 year experience on projects over $2M.  Experience with healthcare construction a plus.

Duties:

* Manage sub-contractors by monitoring and controlling performance.

* Implement and maintain customer-service standards.
* Meets construction budget by monitoring project expenditures.
* Prevents fines and interruptions by complying with, and enforcing building codes.

* Maintains safe, secure, and healthy work environment by following and enforcing standards and procedures; complying     with regulations.

* Update and maintain construction schedule.
* Generate daily construction logs.

Please email your resume and salary requirements.",Commensurate with Experience,full-time
https://newyork.craigslist.org/que/egr/d/construction-superintendent/6217767710.html,***CONSTRUCTION SUPERINTENDENT NEEDED  -NYSCA PROJECTS***,Queens,"Well Established General Construction Company looking for the following:

 ***** EXPERIENCED CONSTRUCTION SITE SUPERVISOR ***** Needed for immediate hire to manage NEW YORK CITY SCHOOL CONSTRUCTION AUTHORITY (Public) job/s. 
Knowledgeable in exterior masonry, roofing and related work. Similar Experience and References required. MUST HAVE EXPERIENCE managing NYCSCA projects till completion. Able to professionally deal with NYCSCA Project Officers and Safety Inspectors.
 Knowledgeable to read blueprints drawings & amp; have necessary 30 Hour OSHA, 4 Hour Scaffold User, 7 Hour Site Safety Manager NYCDOB, 8 Hour Construction Site Fire Safety Manager DOB certifications (Scaffold User). Please list all managed projects on resume.
 Please fax resume to (718) 707-9701 or e-mail resume to hr@mstgc.us
 Looking forward to hearing from the best in the industry!
 LONG TERM CAREER POSSIBILITY
 COMPETITIVE SALARY**",COMPETITIVE Compensation.,full-time
https://newyork.craigslist.org/mnh/egr/d/energy-efficiency-engineers/6217937259.html,Energy Efficiency Engineers,Midtown East,"ERS is a leading energy engineering firm specializing in assessment and implementation of energy efficiency projects; the design, implementation and evaluation of energy efficiency programs for utilities and state organizations; renewable/sustainable building assessment; and energy analysis. ERS is based in North Andover, Massachusetts with additional offices in New York, Maine, Connecticut, Texas, Oregon, Vermont, and California.

ERS continues to expand, and they are currently seeking to hire Energy Engineers for their Times Square Area office.

This candidate should have energy engineering experience that includes knowledge of energy systems, energy efficiency, renewable energy, and sustainable practices for commercial building systems, new building construction, and industrial manufacturing operations. Experience in energy engineering and project management experience and strong technical knowledge of both energy efficiency practices and energy efficiency programs are also highly desirable.

Currently ERS is seeking a highly motivated candidate able to work independently with significant academic focus and experience in several of the following areas:

- Energy Efficiency and Building Use Modeling and Simulation 
- Comprehensive Energy Assessments & Analyses
- HVAC System Assessment and Analytical Modeling 
- Industrial Process Efficiency and Productivity 
- Building Commissioning/Retro-Commissioning Services 
- High Performance and Green Buildings/LEED Certification 
- Demand Management and Demand Response
- Compressed Air Supply & Demand-Side Enhancements 
- State-of-the-Art Lighting Design M&V 
- Monitoring & Verification (M&V) and Impact Evaluation 
- Renewable Energy Technologies (photovoltaics, wind, distributed generation, etc.) 
- Efficiency Program Design & Implementation

Successful applicants will also have experience conducting and/or directing site surveys, performing measure analyses, and preparing comprehensive reports detailing analytical findings. The ability to work closely with customers, vendors, and efficiency program administrators is essential, and business development, construction administration, design, and/or project management skills are a plus. A bachelor's degree in Engineering is required; a masters or advanced degree is preferred. Excellent communication, writing, and computer skills are mandatory. 

ERS offers a competitive salary commensurate with experience and background, a comprehensive benefits package, and an excellent opportunity for growth.

Please submit your resume and a cover letter. Resumes without cover letters will not be considered.",DOE,full-time
https://newyork.craigslist.org/jsy/egr/d/small-engine-mechanic-service/6218011362.html,Small Engine Mechanic/ Service Technician,,"Join the team! We are looking for a technician in the NJ area to service Jetsurf's unique technology. Jetsurf is currently the fastest growing and most fun watersport in the world as well as the most powerful motorized board on the market. 

Qualifications:
+ 2 years 2 stroke engine experience.
+ Ability to read and write the English language.
+ Ability to use the computer.
+ Ability to work in fast pace environment.
+ Walks, stands, bends, squats during entire shift.
+ Ability to move and lift up to 50 lbs. on a frequent basis. 

Responsibilities:
+ Repair all assigned units correctly, safely, and efficiently
+ Accurately document all work performed to each unit
+ Accurately capture all product information including, for the proper filing.
+ Look up parts via computer and retrieve parts from parts shelves when needed.
+ Train/mentor less-experienced Technicians

If you are interested in discussing this opportunity, please e-mail us your resume.",DOE,full-time
https://newyork.craigslist.org/que/egr/d/electrical-draftsman-autocad/6218190336.html,Electrical Draftsman AUTOCAD/3D/REVIT/BIM- Electrical Contractor,Elmhurst Queens,"Sigma Electric Inc. 718-545-1619/ Sigmaelectricinc@gmail.com
Elmhurst, Queens 
Serious Inquiries Only

AutoCAD operators are normally employed by construction companies and manufacturing industries.
They work as architectural, civil, aeronautical, mechanical and electronic drafters.
Even if their work is mainly done on computers, they must have the ability to create manual drawings for specific applications.
They should have the ability to create designs for projects in short notice.
Will have to convert specifications of products from any designers into thorough CAD drawings.

                 Our work is primarily based in New York City, We do new construction, Hotels, and Condos and Apartments. 

 We are a Licensed  Electrical Contracting Company who is seeking an individual with the above knowledge. 
All our work is based on new construction  from the ground up. We are seeking serious inquiries only. 
 MUST HAVE AUTOCAD/3D/REVIT/BIM KNOWLEDGE.  We are primarily looking for an individual  who is interested in working not in house but  also to be available by arranging a  time and a  day to do site visits, and coordination meetings if you can add this to your schedule this would be a perfect opportunity for you. 


          Please email us, thank you",To be discuss at time of  interview,employee's choice
https://newyork.craigslist.org/brk/egr/d/land-survey-drafters/6217442463.html,Land Survey Drafters,,We are currently looking for survey autocad drafters. Must have experience in drafting of boundary and topographic surveys. Must have your own computer with autocad. This is a work from home job. You will be paid per job.,Based on experience,contract
https://newyork.craigslist.org/mnh/egr/d/project-manager/6217566470.html,Project Manager,Downtown,"Job Description:
 
Project Manager will oversee all aspects of delivery and installation for high end office furniture manufacturer.  Based in Manhattan, PM will be responsible for detailed order review, contract negotiation with installation sub-contractors, coordinating shipping and freight, remote and on-site supervision of installation teams, and expediting completion work. Administrative work includes frequent communication with sales, manufacturing, sub-contractors, and clients. 
 
Requirements:   system furniture installation experience a plus; ability to read schematics, blueprints and/or technical manuals; ability to negotiate and manage contracts; excellent verbal and email communication skills to participate in a team environment; experience with Microsoft Office.  Some travel required.  A great opportunity for a motivated person to join a growing business.",Salary 80 to 90k,full-time
https://newyork.craigslist.org/mnh/egr/d/senior-architect-15-to-20/6215124747.html,Senior Architect 15 to 20 years,Midtown East,"The Senior Architect will be responsible for project implementation from design development through construction administration.  Job responsibilities will include code research, development of the technical design and oversight of the preparation of documents including drawings and specifications, managing multiple projects and team members simultaneously, and coordination of consultant work.  Project types include healthcare, education, institutional, retail, and corporate interiors.

Key criteria include Bachelor's or Master's degree in Architecture, strong technical skills, license, and experience with New York State Health Codes and CON applications. Proficiency in Revit/Autocad a plus.",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/architect-draftsmancm/6218508042.html,ARCHITECT/DRAFTSMAN/CM,,"Design & Construction Management company seeks motivated individuals to join our team on a per project assignment basis, possibly leading to full-time work.  The following qualifications are required:

- Minimum 7 years professional experience in architectural work in the USA
- Bachelor's Degree in Architecture  
- Highly proficient in CAD  
- Knowledge of construction standards and building codes preferred 
- English fluency - verbal and writing skills
- Disciplined and prompt 

If you do not meet the above prerequisites please do not respond to this classified.",Commensurate with Experience,contract
https://newyork.craigslist.org/que/egr/d/field-electrical-technician/6218940892.html,Field Electrical technician ( Queens - Brooklyn),,"Seeking an experienced railcar electrical engineer for a five month assignment, mainly in Manhattan, Brooklyn and Queens train yards. On occasion, may also be needed in PATH yards in NJ. Duties will include trouble- shooting monitor and diagnostic systems in subway trains, modifying or uninstalling as necessary, and then re-installing to complete repair. Must be able to run and understand tests, create related report and recommendation for solutions. Requires strong knowledge of electronics, both hardware and software, computer technology including network and email settings and expertise with train or subway technology definitely preferred. Car needed to get to the job. Hours are often  afternoon to night as well as weekends as needed. Up to $25/hour based on experience. May also have overtime. Immediate !!!",Up to $25 / hour based on experience,full-time
https://newyork.craigslist.org/brk/egr/d/draftsman-who-can-work-with/6218979309.html,Draftsman who can work with AUTOCAD/3D/REVIT/BIM,bay ridge,"Draftsman who can work with AUTOCAD/3D/REVIT/BIM
We are looking for a person to work as a draftsman, should be able to read and understand construction documents, and shall work with structural engineers and Architects 
Candidate shall be tested prior to hiring","full time with vacation, sick days, holidays, health etc.",full-time
https://newyork.craigslist.org/brk/egr/d/structural-engineer/6219013299.html,Structural Engineer,Brooklyn,"We are seeking a full time Structural Engineer to join our team; candidate shall perform the following tasks: Perform analysis and design of various structural system types, coordinate with architects and contractors, perform site inspections, etc. 

REQUIREMENTS AND RESPONSIBILITIES

· BS or MS degree in Structural or Civil Engineering.
· Excellent communication skills.
. Knowledge of structural software skills including AutoCAD, Etabs, RAM, Safe, and Staad Pro 

please forward resume and salary requirements.",full time with benefits,full-time
https://newyork.craigslist.org/mnh/egr/d/structural-engineer/6219188251.html,Structural Engineer,Midtown,"Structural Engineer / Field Inspector


Company Introduction:

We are a dynamic New York City-headquartered firm with an emphasis on special inspections and engineering consulting for building systems. We are a growing organization looking to add a structural engineer to our team of talented professionals. 


Our Firm has developed a professional, but exciting and fun office culture that encourages team members to establish themselves as industry leaders while enjoying their jobs. Our office is conveniently located in midtown Manhattan, close to all modes of public transportation.  


Providing engineering consulting and special inspection services within a wide scope of industries - ranging from financial, media, legal and retail to real estate management, hospitality and higher education - We have  continued to build impressive client and project rosters.


This position offers an exciting opportunity to get in on the ground floor of a company that has been recently founded, but well established within the building industry. The job will provide valuable experience in multiple engineering disciplines and training for professional certifications, including the Professional Engineering (PE) license.  


Job Purpose:

Reviews construction installations to verify compliance with design documents and NYC Building Code requirements. Additional responsibilities would include assistance in developing construction documents for projects within the structural disciplines.


Duties:

Special Inspections:

       Visits construction sites to review work in progress, inspect materials and check the method of installation.

       Supervises field construction by inspecting installation, documenting progress and coordinating with the field and design teams to meet building code requirements.

       Manages and tracks non-compliance items and ensures completion through coordination with contractors, vendors and consultants.

       Keeps information accessible by filing plans and documents; updating field reports, tracking logs, code databases and project lists; documenting installations and modifications.

       Provides project status information by summarizing required actions remaining for sign off.

Structural Design:

       Designer to coordinate with other user groups, understand project conditions, develop structural calculations and prepare plans and specifications using AutoCAD.

       Review shop drawings and contractor submittals for conformance with project requirements.

       Complete field observations at appropriate intervals to review status and compliance of installed work. 

       Compile punch lists throughout construction and verify completion of construction related items.


Job Requirements:

We are seeking to build our team with a motivated individual with strong communication skills, a good attitude and a strong grasp of engineering concepts. Bachelor's degree in structural engineering and working knowledge of CAD and NYC codes is required. Three to Five years' experience in structural design or inspection in New York City required. ICC Certification as a Structural Steel and Bolting Inspector and Structural Welding Special Inspector preferred, but not mandatory. Candidates must be willing and able to take the necessary ICC certification exams. Fundamentals of Engineering (FE) and Engineer in Training (EIT) designations are preferred, but not mandatory, as is Professional Engineer (PE).


Skills/Qualifications:

Knowledge of the Construction Process, Plan Reading, Problem Solving, Familiarity with Building Codes, Decision Making, Communicating, Project Management, Attention to Detail, Working knowledge of AutoCAD and heat load calculations.",$80 - $100k,full-time
https://newyork.craigslist.org/mnh/egr/d/mechanical-engineer/6219197209.html,Mechanical Engineer,Midtown,"Mechanical Engineer 
We are an award‑winning and innovative multi‑disciplinary engineering consulting firm, has several openings for HVAC Engineers in our New York City Office.We work closely with architects and owners from around the world on large, complex projects with a focus on sustainability and energy performance of the built environment.   



About the Job



Our Engineers work on high quality, high-profile, national and international projects. You will actively participate in the full project cycle, from the design phase through the final construction close-out. We offer excellent growth opportunities: 

Many of our senior leaders started out as young engineers in our firm. 



Responsibilities include

         Design of air distribution systems

         Design of hydronic systems

         Specification writing 

         Scheduling and selecting major equipment 

         Automatic temperature controls system design and specification 

         Cooling/heating load calculations 

         Construction administration

         Assist with Project Management

         Attend client meetings



Requirements

Bachelor's degree in Mechanical/HVAC Engineering 
5 to 15 years experience designing mechanical systems for the built environment.  
Project experience submitted for consideration should include buildings on which you have actively participated in the project from the design phase through the final construction close-out. 
Experience of the design of HVAC systems and automatic temperature controls for a broad range of commercial systems.
Strong working knowledge of building and energy codes
Excellent verbal and written communication skills, with an emphasis on the ability to organize and present design information to clients. 
Special consideration will be given to those candidates who have successfully demonstrated innovative design experience specifically related to renewable energies and sustainable, high performing buildings. 
Revit experience is Highly preferred
LEED AP is preferred 
P.E. License is a plus",$80 - $100k,full-time
https://newyork.craigslist.org/mnh/egr/d/architectural-firm-seeking/6219415249.html,Architectural Firm Seeking Class 2 Filing Representative,Midtown West,"Established Architectural Firm of experienced professionals is seeking a Class 2 Filing Representative to join the team. Duties and responsibilities will include expediting documentation primarily through the Department of Buildings as well as other various City Agencies. Candidates should posses comprehensive knowledge regarding NYC Building Department and City Agency's procedure and a minimum of two years experience. All candidates should posses an active filing representative certification. 


Candidates that do not maintain this criteria need not apply.",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/sustainability-leed-engineers/6213018282.html,Sustainability LEED Engineers/Architects,Midtown West,"Premier MEP/FP consulting engineering firm located in midtown Manhattan has been partnering with select developers, architects, institutions and municipal agencies to provide exceptional building design and application services. Currently we offer excellent career opportunities for multiple Sustainability LEED Engineers/Architects. 

Qualifications Required:

-Bachelor's degree in a built environment design or planning field i.e. architecture, construction management or building-related engineering disciplines
-Must be a LEED Green Associate
-3+ years of experience associated with energy efficiency, energy modeling and/or sustainable building principles
-LEED AP and/or Passive House certifications a plus

In looking to fill multiple positions, we are seeking individuals with experience in one or more of the following: 

-LEED program management
-Management of NYSERDA multi-family NCP program compliance
-NYSERSA multi-family NCP inspections and/or TV protocols
-Management of Enterprise Green Communities certification for multi-family including maintain compliance with the HPD overlay
-Management of Local Law 86 program compliance (now LL31/32)
-Energy modeling in compliance with 90.1 and/or Energy Star guidelines
-Energy modeling with WUFI or PHPP for passive house
-LEED Fundamental and Enhanced Commissioning
-MEP Design experience

Send resume labeled with first and last name with minimum salary requirements

Candidates must be authorized to work in the United States.

Visit our new website at:


Read about our Company Culture at:


Equal Opportunity Employer",Commensurate with Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/interior-architect-interior/6213058946.html,Interior Architect | Interior Designer,Union Square,"Interior Architect | Interior Designer
 
ODA-Architecture, P.C. is seeking an Interior Architect | Interior Designer with a minimum of 5 years' experience in all phases of interior architectural services.  At ODA, you will work with project teams to provide leadership in interpreting, organizing, and executing the interior design for various projects. This individual must possess a specialized knowledge of interior architecture and act as Project Interior Architect | Designer.

The Interior Architect | Designer will be responsible for preparing design presentations including sketches and material boards, working drawings including construction details, millwork details and specifications. The Interior Architect | Designer must be able to manage the project during all phases of the work.  Experience with residential and hospitality interiors is essential.

Requirements
•	Bachelor of Arts degree in Interior Design or Interior Architecture.
•	5-year minimum of related experience in design of interior projects, which must include Residential. 
•	Candidate must understand the process of translating design concepts into building assemblies, must be able to space plan, provide furniture layouts, develop imagery, and prepare specifications
•	Must possess strong technical skills and abilities
•	Must be proficient in AutoCAD, Revit, and Photoshop
•	3D Rendering skills a plus
•	Must possess a vast knowledge of and affinity for materials, products and product resources for interior applications

We offer a competitive salary and benefits package, as well as a creative work environment.
Send resume, salary requirements, and portfolio via email to: studio@oda‐architecture.com.

ODA‐Architecture is an Equal Opportunity Employer",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/procurement-project-manager/6213101000.html,Procurement Project Manager with Interior Design background needed,Midtown East,"An Interior Finish and FF+E supply company is looking for a qualified and experienced candidate to manage projects throughout the stages of material sourcing, procurement, design consultation, and material installation. This position will serve as the main liaison between our clients and the factories and vendors we work with.
Our typical projects include hotels, high rise residential towers, and apartment complexes. We work with developers and architects to source high quality and unique finishes from global sources.

The Procurement Project Manager will be responsible for:
Bidding, planning, execution and closing of any project brought to the company.
Determination and implementation of clients' needs based on knowledge of the firm, project description and scope of work
Provide the bridging gap between the factory production team and the client.
Handling of all project submittals to and from the client and factories
Providing a Material Take-off to identify and quantify all the materials that are required to accomplish the design/project.
Prepare in a timely fashion the definitive cost estimates based on the design package and take off of the project scope by itemizing it into line items with measured quantities.
Providing and/or reviewing Quality Reports as required per project to uncover defects and allowing or denying product release.
Familiarizing yourself with all products and specifications that the company provides.
Processing of purchase orders, payment request and review invoices for accuracy and approval for payment.
Oversee all procedures for logistics in import/export of shipments, including pick up, delivery and clearing customs.
Provide weekly update to Director of Operations pertaining to project functions

KNOWLEDGE, SKILLS AND ABILITIES REQUIRED:
Strong computer skills, including but not limited to MS Office, Photoshop and Autocad. Procore and On-Screen Takeoff - a PLUS
Excellent relationship building skills.

EDUCATION AND OR EXPERIENCE
Education Requirements: Associates Degree or Higher.
Experience: Minimum of 2 years of experience in interior design, architecture, or a purchasing role",Based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/architect-needed-midtown-nyc/6213142868.html,Architect needed Midtown NYC,Midtown,"Company & Job Description:
We are a well-established architecture, planning, and design firm located in the heart of Manhattan and are looking for entry and mid-level architects to help support our increased workload.  Our firm is looking for enthusiastic and dynamic full-time architects that can make an immediate impact upon arrival.  We offer a competitive salary based on experience and an insight. 

Qualifications:
Architecture degree (required)
Eligible to work in the United States
Be skilled in AutoCad Architectural software
 Have excellent three-dimensional spatial thinking and graphic presentation skills
 Microsoft Office Suite (particularly MS Excel) and Adobe Acrobat
Have the ability to meet strict deadlines and multi-task on multiple projects
 Previous experience in NYC is a plus, but is not required

Please send all resumes to HiringArchitect2016@gmail.com.",competitive,full-time
